"","X","Site","origin_date","time","date","daily_Ta","daily_Fsd","daily_Fld","daily_GPP","dateD","DOY","year","month","day","DAS","GDD","Rh","PAR","fPAR","moisture_stress","esat","eact","vapor_stress","heat_stress","APAR","LUE","LUEmax","biomass","NDVI_vals","LAI_vals","SAVI_vals","Lat","Dlength","GPP_pred","Crop","GCVI","blue","green","red","nir","swir1","swir2","sensor"
"151",41,"USA_Ne1","2006_07_26","2006-07-26","2006-07-26",26.881,311.863,399.442,23.1734,"2006-07-26",207,2006,7,26,102,1078.655,81.4746868458252,12.933582336,0.775443818507791,1,3.54052465040143,2.88463137161381,1,0.953212140449884,10.0292664736128,2.31057775371407,2.42399110928608,389.404105224609,0.744983149170876,2.8610374712944,0.516260507106781,41.1651,14.5881183632146,38.9404105224609,"Maize",0.983735371975119,0.080509448,0.063539779,0.04438244,0.298983467,0.125963669,0.044212184,"Ls7"
"152",42,"USA_Ne1","2006_10_14","2006-10-14","2006-10-14",6.416,186.35,270.738,0.705097,"2006-10-14",287,2006,10,14,182,1832.883,38.8364751404808,7.7283072,0.098280748335123,0,0.962385228724295,0.37375650010917,1,0.438734497222935,0.759543814979719,0.928316426378677,Inf,0,0.206269489526749,0.112101332470775,0.159771436154842,41.1651,11.2284092266701,0,"Maize",0.354016484364246,0.083465687,0.0857412,0.114099279,0.167150468,0.2320008,0.1416773,"Ls7"
"153",43,"USA_Ne1","2007_03_23","2007-03-23","2007-03-23",13.52,232.796,321.804,0,"2007-03-23",82,2007,3,23,0,NA,85.9387346709394,9.654515712,0.0157495275978744,0.524219034883551,1.54948484155067,1.33160766674666,1,0.796475050462502,0.152054061650256,0,0,2.56169963434339,0.140612193793058,0.00217440890264697,0.0673980883136392,41.1651,12.2301337075637,0.256169963434339,"Maize",-0.362985150919402,0.07881457875,0.0619656814508285,0.0648185186504898,0.0815516132974167,0.143576468885628,0.0962533902692337,"Ls7"
"154",44,"USA_Ne1","2007_04_08","2007-04-08","2007-04-08",-1.552,300.958,208.867,0,"2007-04-08",98,2007,4,8,0,NA,35.4523890428198,12.481330176,0.0971221652530133,0.207565321825915,0.545158167583637,0.193271594470458,1,-0.120654826027087,1.21221381193089,0,0,-2.05052148103714,0.205347784608603,0.0896249837428331,0.128069086819887,41.1651,12.9599023044137,-0.205052148103714,"Maize",-0.198091622710648,0.094964613,0.085738656,0.101513429,0.14734327,0.28237108,0.246084732,"Ls7"
"155",45,"USA_Ne1","2007_05_10","2007-05-10","2007-05-10",21.609,316.354,347.45,0.735167,"2007-05-10",130,2007,5,10,25,176.315,65.1904372134419,13.119833088,0.0536986096359789,0.413236503945912,2.58157282395211,1.68293861091778,1,0.994851338531594,0.704516795481712,1.04350528577155,2.53826981971848,9.86149199604988,0.170802394300699,0.0426080320391338,0.119474518746138,41.1651,14.2834248073485,0.986149199604988,"Maize",-0.235953333561575,0.125443978031158,0.122770172943085,0.147387110638,0.199139679449604,0.3415745341185,0.282986281336746,"Ls7"
"156",46,"USA_Ne1","2007_06_27","2007-06-27","2007-06-27",23.767,239.075,387.738,21.0757,"2007-06-27",178,2007,6,27,73,711.724,65.4433234641367,9.9149184,0.749027759285569,1,2.94244066071344,1.92563095933098,1,0.998343946761919,7.42654911265126,2.83788603297555,2.84259351917753,312.384723815918,0.723967986702919,2.75294302940369,0.538983760476112,41.1651,15.133445883515,31.2384723815918,"Maize",0.871486064003634,0.0949587090631561,0.0813787540110092,0.058079562,0.350759284599167,0.166872075334137,0.0675966454602814,"Ls7"
"157",47,"USA_Ne1","2007_07_13","2007-07-13","2007-07-13",21.32,342.099,361.892,28.3442,"2007-07-13",194,2007,7,13,89,927.525,53.6161691074304,14.187529728,0.868313531279564,0.911935165190616,2.53631144240289,1.35987303204984,1,0.992541905703141,12.3192240382535,2.30081049845234,2.5419560387783,348.187022399902,0.818865180015564,4.59298848152161,0.596540350317955,41.1651,14.9227654085435,34.8187022399902,"Maize",1.49691891856888,0.072897839,0.057840852,0.035291614,0.351186599,0.116469781,0.038722728,"Ls7"
"158",48,"USA_Ne1","2007_08_14","2007-08-14","2007-08-14",27.755,267.719,409.121,19.8171,"2007-08-14",226,2007,8,14,121,1423.113,47.9821431996356,11.102842368,0.789877287837863,0.731803810059024,3.7263420790293,1.78797879246812,1,0.927423278124237,8.76988301692716,2.25967666407295,3.32945877572104,167.535889511108,0.756465622782707,3.03924916744232,0.521811480522156,41.1651,13.9157728702431,16.7535889511108,"Maize",0.975303233176985,0.07678892,0.06039525,0.039945104,0.28439345,0.110057732,0.036972039,"Ls7"
"159",49,"USA_Ne1","2007_08_30","2007-08-30","2007-08-30",19.817,268.358,346.925,12.7035,"2007-08-30",242,2007,8,30,137,1642.867,67.6039457722516,11.129342976,0.725990183659196,1,2.31192353991118,1.56295153621747,1,0.974135726151731,8.07979375115242,1.57225547968822,1.61400042876912,279.559447631836,0.705640559792519,2.27476508975029,0.451332712471485,41.1651,13.2496581130727,27.9559447631836,"Maize",0.646324807044103,0.07216275,0.057835048,0.03955237,0.224948195,0.101493352,0.03759644,"Ls7"
"160",50,"USA_Ne1","2007_10_01","2007-10-01","2007-10-01",17.743,213.15,321.717,1.9968,"2007-10-01",274,2007,10,1,169,1931.373,61.2966804377716,8.8397568,0.257206004348397,0.151725060132736,2.03087161790935,1.24485688573129,1,0.932440934956507,2.27363852593957,0.878239868483417,6.20775400741689,12.6025282716751,0.332701674103737,0.330264933854342,0.180015470087528,41.1651,11.8138324030935,1.26025282716751,"Maize",-0.0797398864444886,0.063866756,0.052867506,0.056705192,0.107978085,0.128219376,0.0678361,"Ls7"
"161",51,"USA_Ne1","2008_03_25","2008-03-25","2008-03-25",9.7,218.388,281.367,0,"2008-03-25",85,2008,3,25,0,NA,58.8727983494898,9.056987136,0.053402481299261,0.116738437536326,1.20349385135844,0.708530508258763,1,0.622380094137091,0.483665586157887,0,0,1.43232248968153,0.170566810898378,0.0272048723860972,0.0652859824895859,41.1651,12.3681485827878,0.143232248968153,"Maize",-0.295563040745683,0.08057655925,0.0685244616497383,0.0754163501258164,0.101756766797737,0.191187749615295,0.156958058087624,"Ls7"
"162",52,"USA_Ne1","2008_04_26","2008-04-26","2008-04-26",5.45,188.863,274.983,0,"2008-04-26",117,2008,4,26,12,18.194,70.9939085184915,7.832526336,0.0163986756942421,1.25276066180284,0.900094491547681,0.639012259909342,1,0.379197063020926,0.128443059250674,0,0,0.485819844529033,0.141128620281816,0.0147670032153837,0.11940495505929,41.1651,13.7814060479368,0.0485819844529033,"Maize",-0.347187020871555,0.220144404,0.208491747,0.22414029,0.2841403,0.314431612,0.24043921,"Ls7"
"163",53,"USA_Ne1","2008_05_12","2008-05-12","2008-05-12",15.473,331.462,283.725,0,"2008-05-12",133,2008,5,12,28,58.524,58.5284970352747,13.746392064,0.0955834116224944,0.321680724205568,1.75797615994731,1.0289170246556,1,0.867302626929615,1.3139270509775,0,0,10.7028655338287,0.204123636931181,0.0983332153409719,0.143871742039919,41.1651,14.3886375750566,1.07028655338287,"Maize",-0.216155325635831,0.131650464,0.125708063,0.144047784,0.209471998,0.327187634,0.267896329,"Ls7"
"164",54,"USA_Ne1","2008_06_13","2008-06-13","2008-06-13",20.795,364.755,334.039,8.50031,"2008-06-13",165,2008,6,13,60,354.381,57.6650738275935,15.12711936,0.334560815021098,0.457455084733303,2.45586077639432,1.41617392981069,1,0.987310357849468,5.06094138200302,1.67959068449746,3.71878700585254,83.7100470733643,0.3942409029603,0.528323150575161,0.247246209084988,41.1651,15.1130573673156,8.37100470733643,"Maize",0.0289665866901483,0.096809396,0.08943352,0.09152697,0.202219418,0.255728788,0.179887072,"Ls7"
"165",55,"USA_Ne1","2008_06_29","2008-06-29","2008-06-29",21.256,346.483,346.973,21.5417,"2008-06-29",181,2008,6,29,76,541.153,57.0820195991138,14.369342976,0.785564142333865,1,2.52638246687564,1.44211013489053,1,0.991975129691553,11.2880405908426,1.90836485983898,1.9238031304599,399.591641540527,0.753034321665764,3.04093854665756,0.524478814303875,41.1651,15.1131227230113,39.9591641540527,"Maize",0.909247208213098,0.08044147,0.069751096,0.045085887,0.31168549,0.155826306,0.063814295,"Ls7"
"166",56,"USA_Ne1","2008_07_15","2008-07-15","2008-07-15",25.473,303.837,402.287,26.1128,"2008-07-15",197,2008,7,15,92,759.29,54.6992020885529,12.600728064,0.851740186545849,0.919027655503048,3.25813188292536,1.78217214295291,1,0.981885650199478,10.7325464718449,2.43304793214758,2.69625629036152,357.19224395752,0.805680339336395,4.49760066270828,0.601030323207378,41.1651,14.8570877861494,35.719224395752,"Maize",1.31059579778023,0.079180968,0.06558215,0.039928356,0.360544365,0.13397332,0.045386272,"Ls7"
"167",57,"USA_Ne1","2008_08_16","2008-08-16","2008-08-16",20.917,266.961,348.387,18.2664,"2008-08-16",229,2008,8,16,124,1208.415,65.4526912721442,11.071406592,0.805900798615217,1,2.47435428508356,1.61953147119481,1,0.988643463814339,8.92245541428658,2.04723914571228,2.07075575841438,387.255787658691,0.769213045835495,3.31476266622543,0.540602858960629,41.1651,13.7959680675748,38.7255787658691,"Maize",1.06338745048062,0.07440746,0.059658668,0.03915672,0.294763214,0.120234852,0.042234208,"Ls7"
"168",58,"USA_Ne1","2008_09_01","2008-09-01","2008-09-01",25.384,260.54,384.786,13.5802,"2008-09-01",245,2008,9,1,140,1398.52,56.3499582718559,10.80511488,0.726016776842475,0.933118167000709,3.24096120375791,1.82628028592462,1,0.983213448341992,7.84469467859026,1.73113174653732,1.8868860156128,252.590871124268,0.705661715865135,2.41699048042297,0.496018989980221,41.1651,13.1188561262721,25.2590871124268,"Maize",0.694670795889701,0.079510618,0.067057279,0.046770776,0.264786806,0.120893669,0.042947744,"Ls7"
"169",59,"USA_Ne1","2008_09_17","2008-09-17","2008-09-17",19.488,242.222,342.296,7.25504,"2008-09-17",261,2008,9,17,156,1494.705,66.8740708465525,10.045430784,0.657540930255055,1,2.26519017299793,1.51482488109978,1,0.968737988325262,6.60528190252413,1.09836947265303,1.13381480430211,257.409082183838,0.651186102032661,1.80416783571243,0.408917870521545,41.1651,12.4040112012411,25.7409082183838,"Maize",0.464451825473929,0.065033608,0.055176203,0.041108223,0.189518004,0.105720205,0.04224201,"Ls7"
"170",60,"USA_Ne1","2008_10_03","2008-10-03","2008-10-03",16.161,199.968,325.289,2.69848,"2008-10-03",277,2008,10,3,172,1627.984,59.5558601484389,8.293072896,0.348957359655499,0.999514805826109,1.83706970501264,1.09408266434667,1,0.889071894039859,2.89392882121875,0.932462464250785,1.04931346438975,99.6495417022705,0.405694001317024,0.544153624773026,0.225969507098198,41.1651,11.6778372859627,9.96495417022705,"Maize",-0.0417081436889553,0.067620846,0.054613254,0.051076928,0.116767416,0.108094697637863,0.0533044191050987,"Ls7"
"171",61,"USA_Ne1","2008_10_19","2008-10-19","2008-10-19",16.745,168.243,332.421,0.742561,"2008-10-19",293,2008,10,19,188,1697.179,72.3599955361238,6.977373696,0.127480548327565,0.0714142087584099,1.90663664687733,1.37964219257054,1,0.906188390326791,0.88947942465241,0.834826505728536,12.9001008883262,2.08842365920544,0.229499242901802,0.118583143670112,0.121333655640483,41.1651,10.9638401308898,0.208842365920544,"Maize",-0.234536909499718,0.061673625,0.049592112,0.0534512,0.081572822,0.1102724,0.060484869,"Ls7"
"172",62,"USA_Ne1","2008_11_04","2008-11-04","2008-11-04",18.481,124.43,344.879,0.186734,"2008-11-04",309,2008,11,4,0,NA,60.6075714599774,5.16036096,-0.0652400123711024,0.07116657850455,2.12724421308652,1.28927105657464,1,0.949328087445565,-0.336662012869754,-0.554663112741035,-8.20988110135077,0.169410507380962,0.076181374406442,0.00100000004749745,0.0377642166614532,41.1651,10.2953604971953,0.0169410507380962,"Maize",-0.192912757622895,0.064880356,0.048752633,0.0468725,0.08570787,0.05575033,0.029612131,"Ls7"
"173",63,"USA_Ne1","2008_11_04","2008-11-04","2008-11-04",18.481,124.43,344.879,0.186734,"2008-11-04",309,2008,11,4,0,NA,60.6075714599774,5.16036096,-0.0652400123711024,0.07116657850455,2.12724421308652,1.28927105657464,1,0.949328087445565,-0.336662012869754,-0.554663112741035,-8.20988110135077,0.169410507380962,0.076181374406442,0.00100000004749745,0.0377642166614532,41.1651,10.2953604971953,0.0169410507380962,"Maize",0.233612157990694,0.0610741396424332,0.0559379976694336,0.0698635542676125,0.100227065091148,0.131422066168373,0.0775488519975853,"Ls7"
"174",64,"USA_Ne1","2009_02_24","2009-02-24","2009-02-24",6.034,185.195,275.486,0.0190072,"2009-02-24",55,2009,2,24,0,NA,65.9570201733153,7.68040704,0.0402008869123459,0,0.93731282539112,0.618223609330293,1,0.41548067972554,0.308759174855825,0.0615599520528431,Inf,0,0.1600643491745,0.0213864488515537,0.10326406404376,41.1651,10.9983209375233,0,"Maize",-0.270701936131983,0.07809316,0.070948479,0.08306265,0.109660365,0.168205597,0.122048682,"Ls7"
"175",65,"USA_Ne1","2009_03_12","2009-03-12","2009-03-12",-5.213,193.595,239.684,0.0777526,"2009-03-12",71,2009,3,12,0,NA,47.5922262161648,8.02877184,-0.0187262061026693,NA,0.414412194171542,0.197227988917492,1,-0.425960740145867,-0.150348436227147,-0.517149376150019,NA,NA,0.113185198009014,0.00100000004749745,0.0916730631887913,41.1651,11.7234390326629,NA,"Maize",-0.0304763982874595,0.150449364,0.141749664,0.157298968,0.190266042,0.22835845816011,0.179116401625908,"Ls7"
"176",66,"USA_Ne1","2009_07_02","2009-07-02","2009-07-02",24.571,289.992,383.267,24.1798,"2009-07-02",183,2009,7,2,78,662.863,65.9016005817431,12.026548224,0.797701284219026,1,3.08772607304466,2.03486090371624,1,0.992889584433044,9.59359296300685,2.5204112883711,2.53846079955637,424.294210510254,0.762689963579178,3.50878706932068,0.573206272125244,41.1651,15.0944747088964,42.4294210510254,"Maize",1.17360712584652,0.084597647,0.071728241,0.049440082,0.36593003,0.138363008,0.053118009,"Ls7"
"177",67,"USA_Ne1","2009_07_18","2009-07-18","2009-07-18",18.112,326.104,341.929,24.8338,"2009-07-18",199,2009,7,18,94,854.594,61.160413706658,13.524185088,0.449932262838781,2.69924533737435,2.07856904475997,1.27126142695373,1,0.941159178101841,6.08496719969433,4.08117236872657,1.60649543566572,438.158732299805,0.486024075448513,1.83029440909624,0.424006544798613,41.1651,14.8092240175682,43.8158732299805,"Maize",0.433438431129832,0.19616323,0.19596831,0.1851064,0.465283915,0.284306756,0.189444814,"Ls7"
"178",68,"USA_Ne1","2009_09_04","2009-09-04","2009-09-04",19.22,256.012,352.758,15.227,"2009-09-04",247,2009,9,4,142,1374.1,86.2010975973855,10.617329664,0.750034398258328,1,2.22773446669285,1.92033156184449,1,0.9639927466902,7.96336246564854,1.91213197511535,1.98355431789349,294.737604675293,0.724768813252449,2.7068817448616,0.529521813392639,41.1651,13.0309281503854,29.4737604675293,"Maize",0.788664156520419,0.0801993162090454,0.0679177962459259,0.0463671559019737,0.283722314822311,0.113014038130493,0.0396670976723099,"Ls7"
"179",69,"USA_Ne1","2009_09_20","2009-09-20","2009-09-20",19.323,221.158,348.275,7.6099,"2009-09-20",263,2009,9,20,158,1526.012,67.2655976490746,9.171864576,0.636256272393167,0.990830974152129,2.24206515539854,1.50813852646048,1,0.965853125418067,5.83565636602069,1.30403497442211,1.3626319740139,233.830905761719,0.634253199994564,1.78018077671528,0.43678100258112,41.1651,12.3133994365028,23.3830905761719,"Maize",0.494355127405015,0.068768352,0.0624487709479904,0.0505206167323456,0.216580532593758,0.12059025725,0.049391355591053,"Ls7"
"180",70,"USA_Ne1","2009_11_07","2009-11-07","2009-11-07",12.807,141.242,292.075,0.0842944,"2009-11-07",311,2009,11,7,0,NA,66.7145814188499,5.857588224,0.0355582446824014,0.0298273159629944,1.47896624634092,0.986686140572419,1,0.767435810634466,0.208285555317745,0.404705933022608,17.6800437674162,0.172679777392204,0.156370918601751,0.0138236178737134,0.0873744259774685,41.1651,10.2174415173975,0.0172679777392204,"Maize",-0.310474478885188,0.057643036,0.047963864,0.05325936,0.069394592,0.094288371,0.053435444,"Ls7"
"181",71,"USA_Ne1","2010_01_26","2010-01-26","2010-01-26",-7.735,138.229,224.558,0.00199603,"2010-01-26",26,2010,1,26,0,NA,89.5397552417886,5.732633088,-0.144695062940394,NA,0.341337395636008,0.305632668601177,1,-0.652416702719671,-0.829483705482344,-0.00240635227287474,NA,NA,0.0129713103099493,0.00100000004749745,0.0139701264326868,41.1651,9.83840816377054,NA,"Maize",-0.211402521730781,0.2576265,0.24957946,0.273023904,0.269213636,0.034448544,0.02444909,"Ls7"
"182",72,"USA_Ne1","2010_03_31","2010-03-31","2010-03-31",17.412,230.892,321.546,0.0147608,"2010-03-31",90,2010,3,31,0,NA,58.7827933576504,9.575553024,0.0372287602160871,0.282961115657115,1.98890428955903,1.16913349861293,1,0.924161535975148,0.356485967466924,0.0414063984197907,0.158340790398701,3.63080300927162,0.157699888795614,0.0183934702025726,0.101582778021693,41.1651,12.5972806112028,0.363080300927162,"Maize",-0.267965399485217,0.097177007,0.092378016,0.10897526,0.143148389630581,0.237153595,0.1821716995,"Ls7"
"183",73,"USA_Ne1","2010_05_02","2010-05-02","2010-05-02",15.069,247.823,318.917,0.338232,"2010-05-02",122,2010,5,2,17,56.404,51.0935255632876,10.277715456,0.0815774748776853,0.435712291448528,1.71293660644708,0.87519970289795,1,0.853730287303531,0.838430074411838,0.403411101679852,1.08449447829024,9.01189427495003,0.192981284707785,0.0796415601670742,0.136825589686632,41.1651,13.9822476748092,0.901189427495003,"Maize",-0.167905508617762,0.116318975,0.115050872,0.144330991,0.204862877,0.339542638,0.267181666,"Ls7"
"184",74,"USA_Ne1","2010_05_18","2010-05-18","2010-05-18",15.942,334.296,331.567,0.514369,"2010-05-18",138,2010,5,18,33,91.312,71.3787602572347,13.863923712,0.0836408546082675,0.216827842955972,1.81156148193077,1.29307012709977,1,0.882328511208774,1.1595904274955,0.44357817019147,2.31859450686696,9.24144579410553,0.194622796028852,0.0842641503736377,0.139049664661288,41.1651,14.5528664594633,0.924144579410553,"Maize",-0.204901995331457,0.128405344,0.124839464,0.149486448,0.212702078,0.33742951,0.264679165,"Ls7"
"185",75,"USA_Ne1","2010_08_22","2010-08-22","2010-08-22",24.731,286.288,391.637,16.5029,"2010-08-22",234,2010,8,22,129,1366.884,73.978571503364,11.872935936,0.75721121243,1,3.11737339192214,2.30618830376997,1,0.991326180682432,8.99032021520228,1.83562983352854,1.85169106727806,362.296455383301,0.730478291511536,2.73189532637596,0.502607991695404,41.1651,13.5904882365915,36.2296455383301,"Maize",0.81991323492538,0.0771893130312576,0.0645838906842537,0.0455363666999817,0.272516126423218,0.126462297711914,0.0463433995411606,"Ls7"
"186",76,"USA_Ne1","2010_09_07","2010-09-07","2010-09-07",17.157,274.492,311.262,8.60013,"2010-09-07",250,2010,9,7,145,1535.925,52.6201116561802,11.383732224,0.634705765210986,0.999202258300037,1.95709281463009,1.02982442427343,1,0.91749180000498,7.22532047219088,1.19027661584016,1.29835155716019,218.907582778931,0.633019701838493,1.67659366607666,0.394596273303032,41.1651,12.8980931539646,21.8907582778931,"Maize",0.505107065070862,0.066847375,0.05556304,0.0461088,0.196549014,0.13510776,0.061287096,"Ls7"
"187",77,"USA_Ne1","2011_03_02","2011-03-02","2011-03-02",-5.188,219.558,218.171,0.018933,"2011-03-02",61,2011,3,2,0,NA,69.4730482698105,9.105509376,0.0419183258084953,0.0398281260709653,0.415201103795685,0.288452863256762,1,-0.423780436557849,0.381687708675477,0.0496033788085575,-2.93887072619585,-0.119830929273739,0.161430649012327,0.0172040135972202,0.0897272440046072,41.1651,11.2670749891292,-0.0119830929273739,"Maize",-0.29778347781133,0.07157188,0.06068354,0.06812328,0.089812376,0.135690124,0.09493335,"Ls7"
"188",78,"USA_Ne1","2011_06_06","2011-06-06","2011-06-06",28.923,335.263,373.217,0.758143,"2011-06-06",157,2011,6,6,52,257.596,65.0804227638415,13.904027136,0.13823869141832,0.940546781563433,3.98788768500397,2.59533416474775,1,0.881750586823519,1.92207451672545,0.394439962344235,0.475614131161684,63.4324430561066,0.238057829290628,0.159700522273779,0.16602220132947,41.1651,15.0143387152013,6.34324430561066,"Maize",-0.202143355934768,0.1373436633852,0.130063533335434,0.141896135112297,0.220928513371796,0.344725051705383,0.272196571610107,"Ls7"
"189",79,"USA_Ne1","2011_07_08","2011-07-08","2011-07-08",23.947,361.713,401.65,24.4179,"2011-07-08",189,2011,7,8,84,634.514,80.6023482421995,15.000961536,0.785527723743319,0.998666689219647,2.97443828577042,2.39746710534599,1,0.99746262087562,11.7836711693352,2.07218104180835,2.08022591360835,470.373358154297,0.753005349040031,2.9936481320858,0.509172742068768,41.1651,15.0148462934362,47.0373358154297,"Maize",0.877473250669159,0.07836752,0.066481208,0.042671336,0.293268345,0.142914024,0.052908757,"Ls7"
"190",80,"USA_Ne1","2011_08_09","2011-08-09","2011-08-09",21.105,230.671,365.483,16.235,"2011-08-09",221,2011,8,9,116,1137.175,85.2974911813542,9.566387712,0.843598213792443,1,2.50309078272766,2.13507363965842,1,0.990559260041522,8.07018758628918,2.01172523270493,2.03089841653754,456.131861877441,0.799203034043312,4.19802150726318,0.562318163514137,41.1651,14.1085500446844,45.6131861877441,"Maize",1.29080357134622,0.0719272463754807,0.0554370472189865,0.0348793988497162,0.308845240867126,0.112777181701965,0.0369945064667702,"Ls7"
"191",81,"USA_Ne1","2011_08_25","2011-08-25","2011-08-25",19.84,294.267,348.7,17.2228,"2011-08-25",237,2011,8,25,132,1323.004,82.1652676800696,12.203841024,0.796829038446545,1,2.31522191895886,1.90230828710019,1,0.974495238614927,9.72437490850842,1.77109584544409,1.81744946025738,399.471186828613,0.761996052861214,3.16986998558044,0.535740073621273,41.1651,13.4642150852388,39.9471186828613,"Maize",1.04237481271222,0.0736724689063339,0.0581957367363167,0.0391676762455559,0.284995512120056,0.107181046850853,0.0374487174676094,"Ls7"
"192",82,"USA_Ne1","2011_09_10","2011-09-10","2011-09-10",19.32,266.921,339.75,12.1283,"2011-09-10",253,2011,9,10,148,1477.509,84.5772178241009,11.069747712,0.751922389149666,1,2.24164661927998,1.89592234403502,1,0.965799584486191,8.32359114689108,1.45709944012928,1.50869752227576,328.239905090332,0.726270794868469,2.56816004991531,0.48780587553978,41.1651,12.764289702635,32.8239905090332,"Maize",0.842749715359855,0.066926606775116,0.0533905301841011,0.038013322722023,0.236602017478027,0.0998595282230225,0.0367560166487122,"Ls7"
"193",83,"USA_Ne1","2011_10_28","2011-10-28","2011-10-28",5.498,174.229,245.263,0.00316745,"2011-10-28",301,2011,10,28,196,1639.905,45.8653816194383,7.225625088,0.2047641203022,0,0.903103615055301,0.414211919464057,1,0.382212456220708,1.47954876477783,0.00214082163116511,Inf,0,0.290981798171997,0.309537636786699,0.239852200001478,41.1651,10.6210942144524,0,"Maize",0.0616996530602439,0.077374178,0.077909824,0.104860758,0.183139268,0.202877705,0.116640244,"Ls7"
"194",84,"USA_Ne1","2011_11_29","2011-11-29","2011-11-29",0.537,120.871,219.525,0,"2011-11-29",333,2011,11,29,0,NA,70.1881744213063,5.012762112,0.0722673684151471,0,0.635087397453047,0.445756250252079,1,0.040484858336056,0.362259126325395,0,NA,0,0.185574676543474,0.0604098810907453,0.11996511131525,41.1651,9.5042499470003,0,"Maize",0.133964603929318,0.055664644,0.048345856,0.055871868,0.078363951,0.111234491,0.079821341,"Ls7"
"195",85,"USA_Ne1","2012_02_17","2012-02-17","2012-02-17",0.59,187.825,227.6,0.0683691,"2012-02-17",48,2012,2,17,0,NA,85.0511629796093,7.7894784,-0.142520733327304,0,0.637530140105753,0.542226798505476,1,0.0444448674760814,-1.11016217380519,-0.0615847860908987,-Inf,0,0.0147010872495594,0.00100000004749745,0.0138183162239147,41.1651,10.692805102533,0,"Maize",-0.487188918574773,0.246903783580322,0.233084957833099,0.250678635371551,0.245519376535675,0.0370143009601803,0.0216683268589973,"Ls7"
"196",86,"USA_Ne1","2012_04_21","2012-04-21","2012-04-21",12.868,293.792,298.304,0.089012,"2012-04-21",112,2012,4,21,7,16.384,58.5944740799502,12.184141824,0.0778698294618725,0.984371094461891,1.48488715624655,0.870061819883394,1,0.769984604417746,0.948777045974149,0.0938176154004735,0.123778009957826,26.2462788200378,0.190031686127186,0.0708699351549149,0.128565951660275,41.1651,13.5728907371178,2.62462788200378,"Maize",-0.211690418733292,0.112511271,0.108603564,0.129640092,0.18247192,0.315796494,0.255136875,"Ls7"
"197",87,"USA_Ne1","2012_05_07","2012-05-07","2012-05-07",14.414,302.696,301.242,0.0100374,"2012-05-07",128,2012,5,7,23,130.296,67.8067768877943,12.553408512,0.0932574253308772,0.0962373348489808,1.64206278776632,1.1134298508582,1,0.830515024290364,1.17069855695584,0.00857385527671632,0.107271676428391,3.43623025536537,0.202273210287094,0.0798032566159964,0.11840190641582,41.1651,14.2107820667626,0.343623025536537,"Maize",-0.229971823998259,0.102434558,0.092443088,0.10511552,0.151700592,0.235775081,0.156209906,"Ls7"
"198",88,"USA_Ne1","2012_06_08","2012-06-08","2012-06-08",23.601,356.346,350.337,14.9982,"2012-06-08",160,2012,6,8,55,438.619,70.9273479859332,14.778381312,0.518387838623524,1,2.91319838727572,2.06625435766365,1,0.99898789320329,7.66093314668195,1.95775106150037,1.95973452212997,285.174541320801,0.54048356294632,1.20110162496567,0.38498199313879,41.1651,15.0587461513831,28.5174541320801,"Maize",0.303266043113089,0.10970360096875,0.100323500801468,0.088244222532959,0.290753754945335,0.235720795794357,0.133057523876785,"Ls7"
"199",89,"USA_Ne1","2012_07_10","2012-07-10","2012-07-10",22.525,359.667,346.488,25.7235,"2012-07-10",192,2012,7,10,87,901.337,83.1971144398504,14.916109824,0.850649522883892,1,2.72972760117909,2.27105459624915,1,0.999385685125034,12.6883817050693,2.02732709323544,2.02857327597383,521.761434631348,0.804812667369843,4.44869054794311,0.589376227259636,41.1651,14.9622817570128,52.1761434631348,"Maize",1.39056352924994,0.0734668,0.059433487,0.037427448,0.341811625,0.128172525,0.042811509,"Ls7"
"200",90,"USA_Ne1","2012_07_26","2012-07-26","2012-07-26",26.606,337.454,394.658,21.3177,"2012-07-26",208,2012,7,26,103,1174.221,82.2315978694729,13.994892288,0.814204851628542,1,3.48375265983144,2.86474547799966,1,0.960000435635395,11.3947091989085,1.87084195198611,1.94879281564894,435.970290222168,0.775819293260574,3.49831614494324,0.550938973128796,41.1651,14.5574350944919,43.5970290222168,"Maize",1.15176404367938,0.072867288,0.059430875,0.039177832,0.305227018,0.121372154,0.039867858,"Ls7"
"201",91,"USA_Ne1","2012_10_14","2012-10-14","2012-10-14",13.219,193.538,302.446,0,"2012-10-14",288,2012,10,14,183,1856.363,65.3121139412836,8.026407936,0.114108458989859,0.510588525126027,1.51936275058233,0.992327930841753,1,0.784417433745876,0.915881040800932,0,0,14.0547186976671,0.218861144781113,0.140921162217855,0.175970903784037,41.1651,11.1839749715844,1.40547186976671,"Maize",-0.0620841148491562,0.090583883,0.093891143,0.127843776,0.19156522,0.220160669,0.132395676,"Ls7"
"202",92,"USA_Ne1","2012_11_15","2012-11-15","2012-11-15",6.402,120.767,278.554,0.00143344,"2012-11-15",320,2012,11,15,0,NA,63.7130210552409,5.008449024,0.0252140035221725,0,0.961456018074318,0.612572675232572,1,0.43788901521671,0.126283051331758,0.0113510085865301,Inf,0,0.148141609802842,0.0100720325554721,0.0816216325759888,41.1651,9.88955179312731,0,"Maize",-0.341809185874356,0.061343024,0.04899604,0.052371813,0.066975143,0.095469083,0.065896968,"Ls7"
